label,text
1,@Sharan Rasappan  unaku theriyala pa avlo than virupathoda sex vachukum podhu eppdi case file pannuvanga
1,Part_2 eppa bro
1,"+Ashuu Sayyed ,enna pa achi"
2,Saniyanungala savadikanum ithungala intha Uzhagathula irukanum nu thevaiya illa
2,Indha thevdiya tholla thanga mudila yella train laum Eri eri picha edukudhunga.....
1,Hatts off akka 😍
1,@vaishnavan sundar  yep
1,Antha akka ku evelo oru anbu semmai akka
1,part 2 veraya ?? ena nadandhurukum 🤔🤔😥🤔
1,Enaku oru Hi sollunga Bro❤️❤️❤️
1,Thiru kuran.. naragam athu ithu endru karunaiyana kadavulai  moorganakukirathu... mathathai kondu manitha neyathai azhikaatheergal.
1,Anna uinmella great anna
1,3:15 ur speech is mass akka
1,Anbala Katti pudikiravangala vida sex feel a katti pudikiravanga than broo. .... Semma veruppu agum...... ... Kandippa jeikkanum bro
1,"Ungalauku avlo karunai eruntha yen oru lebsian kuda sernthu oru kolanthaiya thathu adukaringa, nenga epaiyea kuda thathu adukalam"
1,Nalla irupinga da neenga ellam
1,Ss dude apudi complete panniruindha super ah irukum
1,Bro waiting 😂😂👍👍
1,Akka you are great🙏🙏👍
1,Thanks pa 🙏🙏
1,Haaaaa haaaaaa sema ya sonneenga🤣🤣🤣🤣🤣🤣
1,Vara Laval thaliva niga yallarum enima Vara Laval prank pannuga  maja pannuga i am waiting ennum nariya prank Mariya valzka
1,dance panama pesu pappa
1,@sachu sachu  ungaluku therithu. Evanungaluku theriyutha
1,Antha akka nalla irupanga
1,Challa bhagaunthi Katha..
1,She is damn lool like a girl
1,@renga durai  ne than da vussu punda
1,Super bro 👌
1,Hi u number bro. Nanum thirunangai than
1,I'm waiting Anna
1,Bro intha maari ooty la panunga bro avanga reaction la epdi iruku nu paakala
1,very good video nanbaa
1,Avangalukku aal erukkanga
1,Kasta paduravangalukku sapadu thara neenga tha sir kadavul
1,Negal unga life unga virupapadi valunga..athu than magilchyai tharum
1,Romba azhagaga erukkirirgal
1,No words ♥️♥️♥️♥️
1,Romba alaga erukuga sis
1,"Akka,ningge semme cute n alagu kaa..😘😘😘😘🤗🤗😘🤗😘🤗"
1,Ungala mathri enak oru life partner venu kandipa 😭😭😭
1,Transgender title uh😒😑😑
1,I love u akka
1,Boring interview. I hit dislike.
1,Money kudukana odaney sabam kudukuranga.  . Oru naal na money lam ila nu sonathuku avanga ena paathu ' ne last varaikum love breakup aagi saguva nallavey iruka mata nu solitalunga . Aniku full ah mind upset.  .parents kuda namala ipdi sabam vida matanga.  . Kandavanga kitalam sabam vanga vendiruku
0,Ipdi ellarm kum panna...AIDS varatha...tha...broo
1,Yana bro singel tea pathu panrigala
1,Edhu 100%poi ethuku neenga picha yadukalam podava kattitu
1,Neeya naana namitha 3:24..... Yelaaa chanelaium pesuraaa
1,bro ninga entha ooru bro pinadi location nalla eruku bro
1,I am waiting
1,Indha video ku negative ah comment panna yarum satheyama mirugatha veda kevalama naaa indha society a nasam panna porambokka thaaaa iruppa
0,LGBT agree pandravanunga ellarum manangeta naynga
1,Unga partner kuda video podunga
1,Video pathi solla vathai illa anna orn nenisam allu thutan vara lavel ann
1,"But athu maathire eh neraiya kastamaana visyangal nadanthiruku ean wallet pudingirukaanga athula iruntha kaasa eaduthittu thooki erinjaanga, oru vaati 20rs kuduthean kammi nu eanna mosama pesirukaanga,Public la eathanayoe thirunangai ka dress ah avuthu pottu kevalama nadakuraanga athuku eanna solla poreenga ?; Latha muniyan !"
1,Semma bro love you so much
1,Amazing part 2 ku waiting. ...In part 2 rombave strong aa gay relationship pathi intha society la a itukka ellarukkum nalla oraikkiramathiri sollunga
0,Ipdila pesi pesi than Mel Nadu culture ah kondu vanthu Nadu nasama pogudu???? Oru anuku oru pen ithan nature.....
1,Super antha akka
1,Ponna pirantha aan
1,sollu da punda
1,Smart Subash dai punda mariyanna enna olarra punda
1,Ipdi oru channel na Vaal naal la paathathu Ila.. harts of guys... And intha video paatha aprm  Thirunangai avanga Mela oru Mariyathai vanthuruchu.. 🙏🙏 Nenga nalla irukanum Amma 🙏🙏👍👍
1,She looks gorgeous 😍
1,@El TIGER   school la padikalaya?
1,Sirf Pinjra nonsense video bloody nonsense video
1,indha vj thevidiya paiyan over acting pandran ..naai sunniya pudicchi oombunavan
1,"Nala vanungunga ,apathan ipa easya thapu seiva"
1,Hi bro one help
1,V HeArtS i didn't get u
1,Super bro 🙏
1,Yedukarathu picha athula gethu veraa
1,Ea pombala item illa ya... Call boys illaya... Avangalauku pudicha partner ha avanga choose panna urima irukku
1,Vera level anna
1,Love u bro super bro🔥🔥💛💥
1,Athu  Hats Muregesa 🤦🏽‍♂️
1,Nadippu vera level
1,Ava tee shirt la irukadha nallaa padinga. Nap kin nu varudhu...thevidiyaluga.
1,Evanun thiru nankai mathure Thane erukkan
1,Vera level bro congratulations 🌹🌹🌹 love you so much
1,"Malni I like u r speech,  u guts ....ungalale mudinja neenge arasyal Thaliavi aaagamudyuma ? Oru podhu samoohathile yedhavdhu oru poruppalya irundhukatta mudyuma .apdi panni  kaatinge appo othukkuvom ... ungalale support pannuvom ??? Mudyuma"
1,I like thirunangai people guys 💋❤❤❤
1,Evala petti Vera edukkuranka poda pulllungalaa
1,Namba jenam vedika pakkum eppadi than
1,Antha paiyan yaaru?😦
1,Sema bro I love it
1,Bro part 2 video enga bro plzzz  sollunga bro
1,Sama pa supar
1,Sharuk Sameer  good
1,Mani bro vara level acting bro sama🔥👌🏻
1,"Varun ammavin kanavu , manakottai allaam urukkulainthuvittathu . varun ammavai pol etthanai payro entha ullagathill...manathu valikkerathu entha society yai nenaithu..."
1,Andhe Ammavukku Oru Hats Off 
1,Alaga irukanga pa
1,Mithra neenga oru manusan aa erukira SAAMI 🙏🏻🙏🏻🙏🏻
2,Enaku oru doubt? neenga aambalaya pombalaya
1,@Anand Kumar  ethuku bala va oku***ka
1,Malini akka suppar 😍💪
1,@tamilansat arjun  m
1,Very emotional video bro....
1,Saudi Arabia Ku 500 ticket poduuu
1,intha video parkum podhu enaku alugai vandhuduchuu.... akka neenga nijamave great....
1,Indha video ka andha akka kaga I am subscribing ur channel anna kandipa koodiya seekaram unga channel ku financial ah support panuven idhu pola awareness ana vds post panunga anna
1,Love you too
1,Thambi are you gay
1,Bro really vera level kann kalangugiradhu idha pakurapo😭😭😍
1,Same I felt madam
1,Bro super 🙏🙏🙏
1,@rajeshs  nazha kelvi bro
1,Vera level bro
1,Enda prank prank nu ethayum vida mateengla...  Fulla scripted
1,I feel cry so sad I love you akka
1,@Parthaa   like pannaama iruppena
1,Semma bro nalla varuvinga
1,"swetha k ,edhu pannalum thappu illaina,dress illama valiya vaa papom road la,summa vidurangala nu."
1,Unaku theriuma romba
1,Supper video 💕🙏
1,Yaruppa intha uthamaru
1,Hi hi Hi I'm Rishi
1,@jesus baby  Hi
1,All the best for your career. engala mari nirya brothers ungaluku irukanga sister.
1,Yenkita pesanavanga koota blind person dhaan
1,Avngla thapa pesura palakam poi amma nu kupudura palakam varanum bro iam waiting
1,malini unka padathila nan nadikalama
1,Tq bro 😁
1,Aluga vachudinga pongaa.. Kadaisila iladhavangaluku shappudu kuduradha eadhuku video la add pani erukinganu theriyala..but iladhavangaluku seiyanum ennam..rmba perusu. Hatsoff Guys. Yarne theriyadha manusangala kuda.. Uravu murai vachu kudpra nalla manusanga.. Transgenders.. Nalla video bro..subscribe pannitan..🤩
1,Solla mudiyathu unga love avanga love accept panna kuda vaipu eeuku
1,2:50  @@@@@ sema
1,Vera lvl bro ❤️
1,Ethuva Nala Ella part 2 varaya poda daii
1,im not against lgbt
1,Bro.. i like ur ❤️
1,Normal manisana iruntha poda mairu endutu po irupagka but I aval mari solugka romba irakeka kunam ullavagka
1,Bro enna aluga vittutiga  but akka really great I salute 🙋‍♂️
1,u look so beautiful sis
1,Sema bro Neega dance aatuganu sonathu sejaga paruga aathitha bro god
1,Bro super concept bro
1,@Ashwin Jack  Nanga urupadiya thanda irukom...ne 1st irukiyanu paru....enakennamo ne avanu thonuthu
1,HANDS OFF BROS
1,Avangeleaa neenga asinga paduthathingea...
1,Vera level malini neenga👌👏😂😂😂
1,nakeeran ungaluku Vera vela illaya?
1,Vera level bro😍😍😍😍
0,un appavo ammavo lgbt ya irundhirundalo illai un unarvugal madhiri anaivarum possitivagovo illai negativagovo future la marianal neengal punidhama ninaikra indha manidha sorry lgbt community eppidiuruvagum
1,Evalungda thoolai thaanga mudiyaleenga
1,Dai avanga pavam da kadaisila poi nu sonna epdi da irukkum athala yosingada
1,theru naggai Akka super Vera leval
1,iva oru mutta punnaku
0,Ulaga azhivuku muthal #pillayarsuzhi😠😡
1,8:35 to 8:50 Vera level like here😍😍😍😍
1,Semma Vera level ah panringa
1,Yar dha dislike panna duu 😏
0,"swetha k ,en freedom naa enna venumnalum pannuvean ,unakenna nu solitu,pirantha meniya valiya vaa,pakalam.?"
1,Akka love akka
1,Super anna nijama aluga  vanthu  vittathu anna 😂😂😂waiting for part 2 anna super keep rocking
1,Edhuku ellam guts veanum bro excellent job handsoff
1,@harihara subramani  r
1,Amezing movie ❤️💯
1,Vera level😊 congrats
1,Yoow appadiye saathukodi puzhira maari manasa puzhinjita yaa 🥺🥺🥺😭😭😭😭😫😫😫😫
1,Vera level ya ne
1,Mana sa thodu soluran
1,@sreekanth  well said bro..
1,Ella thirunagiyum smartphone  wait ah vachirukengalea
0,"Vaai valiyadhan sapdanum, soothu valiyadhan sapduvenu sonna, sapdu........"
1,Vera level antha akka eanthamari  eathuvarikum na patha ella sema
0,@Smart Subash  neengalam lesbian supporters ah???  Apo un pullainga kandipa gay and lesbian ah dha porakum...
1,"Ommala thevdiya paiya,, onna mari kandavoli padiparivu illama YouTube use pannitu, cultural knowledge illama, arivu jeevi mari pesuna ellam maira tha pogum..."
1,🥺 part 2 sekirama podunga
1,Unmai ma God bless you
1,"Anna 100% tharamaana prank. Yaro muna pinna theriyaadhu andha feel pandra andha akkavoda manasu oru kooda porandha amma oru sister avangaloda lovekku equal, solla word illanaa. TMB team and hatsoff jai bro. ❤️❤️❤️"
0,Asingkama itukku.....   inimel best frd endu kooda yarodaiyum nerungki palaka mudiyathu pola... aandava
1,I am sorry
1,Nega So beautiful cute allaki I love Sister
1,Ragu Ram nala ilana thooku matitu saavu...karuthu soldrenu elar vailayum vilatha
1,@Thiru Murugan  nee yaru mothella
1,Very good open spech
1,Dislike for your hype word transgender.. a**
1,gay fans like him
1,Ni homo va erthu ona hetrosex Kuda pilla pethuka sonna ni pethupiya?
1,Brother pls ellorume ninga sollatha panni soaru sapdala evlo thirunangai work panranga nanum tiffen kadai vachuruken renduperuku salri tharen sonthama ulaikren sapdren ni sollrathu mathiri orupothum kidaiyathu sir
1,Good try bro 😊
1,Bro unga name enna
1,Anna na rasipuram Anna nanum unga kuda prank Pa na lama anna
1,Ethu enna history
1,Vera level amma
1,Amma salute to u 🙏🙏🙏🙏🙏
1,@Sornam Lakshmi  illuthu vachi oombu 😂😂
1,@Wajee NaseeLovely  adha yean en kita kekreenga 😂😂
1,Nee Nalla irukka ma so cute
1,Hiiiii I want true girl frd life partner
1,Your looking so beautyful katrina
0,9  naiiii
1,Ampalaga apudi getha kamikiriga  avga   ponugala lost varaikum adimaya vachigaraga
1,Neengal solvathu unmai
1,Iam waiting part 2
1,En MAGAN magizhvan
1,Aamanga..
1,Avangaluku pudichi erukku avanga andha relationship la erukanga I'm whish the judgement happy ah erunga lgbt
1,Moditu po di
1,unmaya  intha manasukku kudukkalanda   oru   stand salute
1,Part two enga daaaaaa
1,Publicity kaga pannathinga thanam nanba
1,Heart touching 😭😭😭😭😭😭😭😭😭😭😭 god bless you akkaaaaa I love you akkaa
1,Voice super malini
1,Video last time👏👏👏👏👏👏💞💓❤️💕👏👏👏👏👏👏👏👏👏👏
1,Mokra punda parunga othaa
0,ethu ponna paiyana.....puriyavey ella
1,Bro i am boy bro transgender ra maruradhu nalla dha bro ennaku maranum nu asa illa but na marivena nu romba depression na irukku bro ennala Mudiyala oru 2 Month ve romba depression ve irukku bro plzzz bro ennaku oru Solution thaga bro plzzzz 🥺🥺🥺🥺
0,Otha ni ambalaya pombalaya....?
1,Kelvi kettavarum azhaku pathil sonnavarum rompa azhagu
1,pratap subramanyam 😂😂😂
1,@Balaji Manoharan  ....   athana ethuku thambi......
2,Back side la kuumii adikaravann
1,Nalla iruku ga
1,@Avarun Sivam   poor mentality
0,Pongadaaaaa gay Pu.....
1,Aravaninga ethanaiyo per indha samudhaayathila evlo gowrama irukkuranga evlo saathanai pannitu    irukkanga aanal  iva avanga perave kedukkural
1,@Meme trolls Trolls endi poonde? Mariyade kooduthu mariyade vangu ok 🙂
1,Vera level masssssssssss thaliva..❤️❤️😘
2,onna senthu adichu amanathoda oda vidanum.intha poriki naaigala.onu rendu tha olukam.matha thela thevidiyaluga tha.ithunala tha inthungala naai mathri pakuranga
1,Etthanaiyo. Prank. Paartthirukken. Inthe. Prank.. Manadhai. Kastapadutthi. Vittadhu
0,"swetha k ,loosu pathil sollu loosu,asingma illa lesbian aa irrukurathuku,nee lam oru human aa?."
1,"Oru boy boy aa nadakanum,girl girl aa nadakanum."
1,Vera level act mass performance 😂😁
1,@Malli Anitha  hmm pa u name malli ya my age 37 u
1,Muttal people ku ide pathi ebdida tedium poor india
1,Akka last vara silent 💞
1,I am lesbian na happyah than iruken
1,Thirunanga silaper nallavanga
1,Vera lvl nga bro
1,God bless you 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏
1,I agree..
1,Vera level 💯 👌 🔥 ♥
1,Sister na unga kitta pesanum pls
1,"Ippa irukura  heroines  vida  ivanga  supara  irukanga,  suddena  partha  nayandhara  madhri  irukanga,  enaku  appadi  theriudhu,   please  nayandhara  fan's  yarum  ennai  thittadhinga 😆😆😆😆"
1,இயேசுவே உலகின்ஒளி bro bible la homosexual thappunnu irukku but andha people ah apdi uruvakkunathum jesus nu why purunjukka maatinguringa . and indha maari social media la badword pesurathu ungalaala unmayana Christians ku avamaanam . nenga bible pathi pesaathinga
1,@Dapur saishaa  👆👍
0,podi...sorry poda...ayyo podi/da..
2,Ivalukala ulla thookki pottu ladankattanum.... Thirunangai na nallavanganutha kelvi patrukke ipdi oru ampalaya bus stand la vachu asingapaduthuranga
1,Unga. Number. Venum
1,Well said bro
1,Counselling ungaluku thaan theva. Unga mindset laam maaranum..
1,4 varusathuku munnati velayilam erukathu😂😂😂
0,Vanagada gay kammunatingala
1,Boomika Poomi Boomika -Transgenders ellarayum thappu solla mudiyathu..sila per mattum dha ipdi pandranga..Neenga soldra maathiri avangalukkum sariyana velaya othukki kudutha .
0,"ean  boomi thannai thanea sutrikkondu  :sun:suriyanai sutruginrana,  ean  aanum  pennumaai  padaikka  pattana, ean   suriyan  kizhakkil mattum  uthayamaginrana  (sila athyaavasiyamana   kattuppadugal  illatha vazhkai  vazhkaye  illai)   ithu  thavaru"
1,Brother avangaloda mananilaiyei paarkum pothu romba kastama irukku.orumurai avargal irukkum idathirku sendru sollungal ungalukkaaga pothu makkal atharavu ullathu yendru.
1,Full comedy 😉✌️
1,Pro nenga vera11
1,I love you akka
1,Eappidiyo oru kiss vangittiyepa 8:05
1,Ungala Marie alagana transgender ah pathathae ila so cute...
1,Great talk malini
1,Unmaiyavea avanga vera11 🙏
1,neenga pannadhula best bro keep it up
1,Balakrishnan k  ange ukkanthu irukkura ammbalaingalukkuthaan..bro
1,aashiq bro athu ena amateur nu mature ku opposite ah oru varthai... jolly aakitinga ponga
1,Yenna Da ipdi asinga paduthiruku neeyum vekkamea illama nikkira😂😀😀😀😂😂😂😂
1,IVARGAI. GOVT  VALLAI KODUTTAL. LANJAM OLIYM
1,"Super namba ,,,, respect ,,,,"
1,Kalacharam enna solhirathu ?
1,"Bro itha fun ah comedy ah la paka mudiyala, intha videola nan pathathu nalla anbana oru human being so pls don't say this is a fun prank, transgender la ipadium irukanganu theriuthu"
1,Apadi sollunga bro... Sila jenmangaluku puriyala adhu
1,Best prank for tmp
1,Vishwa Hanu venkama illa ena ipo... chinna ponnungala rape panninu thiriru aan vargathai sernthu irukiye unaku vetkama illa
1,Idhukellam vedha potadhu yaru .. namma single tea machi
1,Semma bro..... Super moral.....
1,Oru silar.leadyum Jen's um apditham ma .eppo ellam public la enga name rombave ripper ah irukku nallavangalukum mariyathai illama pochu intha thirunangai konjam peasama irunthuruntha intha vidio u tupe vanthurukathu ethai 9 ..ali pottai serupadi ethu ellom nallavanga manasukum ulaikravanga manasukum kastam
1,neenga appakita pesa porappo... enakku bayama irunthuchu
1,Actress..ah Enna movie..lam act paniruka?
1,Dai ivalta yenda interview panringa
0,"swetha k ,jack the ripper Mari ,unna Mari alugala kolla atkal varanum..."
1,Antha akka manasu tha sir kadavul
1,U come collage
1,lag erukku bro
1,Vera level respect
1,@NilaMagal Seema  athunaala thaan naan ungaluku sonnen.
1,"Nalla padichavanga law therinjavanga.. science therinjavanga.. nature & culture pathi mulusa therinjavanga...  Yarume itha thappu nu solamatanga..  Araikoraiya padichavanga, maturity ilathavanga.. padiparivu ilathavanga dha itha oppose panuvanga...."
1,Vara level 😉 bro
0,@Kadhayalla Nijam  dey punda un number kudu saavadichuruva una
1,Naan oru murai ippadi train LA pogumbhodhu ketanga change illa.. Solliyum torcher pannanga ... En Friends Ratham varamaadhiry vaailayeakuthitaanunga Nalladha pochi illa na indha maadhiri.. Dhaan ketu irukum...
1,Dhurv vickram 'ku sister irundha ipdinthan iruppanga.... Avlo cute 😍😍😍😍😍😍😍
1,yena public la pesa pudikalaya..dei arivu ellathavane!! athunaala thana epdi comments ta pesitu ne eruka..epo veliya vaaya thorantha yellarum unnaiya serupala adipanga..bayanthagoli
1,Iyargina edu sir
1,Azaga irukinga ka ....... Supera pesuringa ....... Best of luck for u r life
1,Sister romba alaga erukinga ☺
1,Part 2 poduga
0,But Okka mudiyadhu..oomba dhan mudiyum 😝
1,Oru murai en vedio paarunga aadaravu thaarungal plz nanbargale 🙏 plz
1,Ithu pandra nala paliyal palathkaram ella Kami agum....so it's correct
0,@Anitha Anitha  😂😂adi sunni oombi id la sandy nu boy name irukuradhu theriyama oomburale.. ithula irundhe theiryudhu ne oru sunni ku yengura thevidiya nu... va vanthu oombu 😁😂
0,Pooda thevdiya potta punda
1,Neelam kuduthu vachavanthan po semma sogatha anthu iruppane avan nalla enjoy panniya nee
1,serupadi to all homophobic
0,Podi punda mavale poi thooku maati saavu lesbian kandarolinga chaik
1,Very nice  video
1,Bro.. Vara. 😘level.. Iam. Provide of.. You..
1,Antha akka oooda nalla manasukku 100 varusam valanum.
1,Video eadokuran parru avan tha unmayatha Ambala pola....
1,Neega epadi urupadiya irukingala
0,Aei.....NEE ATHU THAAANEEE............
1,I support lgbt
1,Paavam pa avanga
1,Good night sir
1,Nee than nattukke kedu
1,"Anchor ah mathunga da , over acting , irritated ah irruku , nalla vela avaluku closeup vaikala"
0,Sir neenga ambalaiya sir ....unga moonja partha apdi theriyalaiye daii saniyaney first ne oru ambala mathuri iru da
1,Summa therikka viteanga👌👌👌
1,Pls...yar mela thappu iruko action edunga
1,Will Com ungallukku kuraikka than theriyum..athai nandraga seigireergal 
0,@Kasi Ravi   hey in velaiya paaru daa ....nedan da potae koooo
1,Oh..MeeraMithun TG  ah..?? Naa apave nenachanga...
